30.00	25.79	0.1885	0.01036	3.940	78.14
30.10	23.06	0.1855	0.01004	3.839	77.32
30.20	18.75	0.1811	0.00955	3.636	76.30
30.30	15.52	0.1781	0.00921	3.443	76.11
30.40	10.30	0.1739	0.00871	2.974	77.50
30.50	7.07	0.1716	0.00838	2.480	80.66
30.60	3.84	0.1691	0.00786	1.586	89.06
30.70	2.63	0.1681	0.00752	1.054	96.98
30.80	1.63	0.1669	0.00700	0.518	109.69
30.90	1.22	0.1667	0.00665	0.291	119.79
31.00	0.93	0.1658	0.00625	0.155	129.82
31.10	0.89	0.1663	0.00623	0.139	132.85
31.20	0.99	0.1651	0.00628	0.183	124.55
31.30	0.98	0.1652	0.00627	0.178	124.91
31.40	1.02	0.1651	0.00631	0.196	123.48
31.50	1.25	0.1649	0.00654	0.311	115.48
31.60	2.06	0.1655	0.00707	0.758	99.82
31.70	2.94	0.1657	0.00737	1.209	91.75
31.80	5.66	0.1674	0.00787	2.154	80.73
31.90	8.93	0.1695	0.00821	2.774	75.97
32.00	14.55	0.1732	0.00868	3.341	73.54
32.10	17.83	0.1759	0.00899	3.552	73.62
32.20	22.22	0.1800	0.00945	3.768	74.50
32.30	24.76	0.1828	0.00975	3.870	75.35
32.40	28.35	0.1870	0.01020	3.993	76.71
32.50	29.97	0.1898	0.01050	4.052	77.88
32.60	32.83	0.1941	0.01095	4.132	79.37
32.70	34.59	0.1969	0.01125	4.179	80.41
32.80	36.73	0.1998	0.01154	4.227	81.33
32.90	36.45	0.2000	0.01157	4.223	81.46
33.00	36.29	0.2001	0.01157	4.221	81.50
33.10	36.03	0.2000	0.01156	4.216	81.51
33.20	35.45	0.1994	0.01150	4.205	81.37
33.30	34.23	0.1974	0.01130	4.173	80.63
33.40	30.61	0.1929	0.01083	4.082	79.22
33.50	28.17	0.1898	0.01050	4.010	78.24
33.60	24.41	0.1852	0.01001	3.876	76.72
33.70	21.53	0.1822	0.00968	3.761	75.97
33.80	16.61	0.1778	0.00919	3.507	75.41
33.90	13.25	0.1749	0.00885	3.262	75.53
34.00	7.95	0.1711	0.00835	2.635	78.67
34.10	5.23	0.1691	0.00801	2.043	83.38
34.20	2.91	0.1675	0.00752	1.188	93.37
34.30	2.06	0.1663	0.00715	0.755	101.30
34.40	1.34	0.1661	0.00668	0.351	113.33
34.50	1.01	0.1651	0.00630	0.190	123.96
34.60	0.82	0.1649	0.00602	0.111	133.63
34.70	0.80	0.1646	0.00597	0.103	134.33
34.80	0.81	0.1640	0.00594	0.107	131.92
34.90	0.82	0.1638	0.00596	0.112	131.51
35.00	1.14	0.1596	0.00601	0.262	109.56
35.10	2.11	0.1585	0.00642	0.787	90.26
35.20	4.10	0.1599	0.00692	1.656	78.32
35.30	6.74	0.1612	0.00724	2.349	72.51
35.40	12.20	0.1647	0.00773	3.073	69.03
35.50	15.67	0.1674	0.00805	3.343	68.94
35.60	20.29	0.1714	0.00851	3.605	69.83
35.70	22.82	0.1741	0.00882	3.727	70.88
35.80	26.23	0.1783	0.00927	3.867	72.47
35.90	28.54	0.1811	0.00958	3.949	73.56
36.00	31.51	0.1852	0.01003	4.048	75.27
36.10	33.57	0.1881	0.01033	4.106	76.35
36.20	36.37	0.1923	0.01077	4.181	77.97
36.30	38.02	0.1951	0.01107	4.224	79.08
36.40	38.99	0.1973	0.01129	4.248	79.91
36.50	39.03	0.1974	0.01130	4.248	79.92
36.60	37.74	0.1975	0.01130	4.231	80.14
36.70	37.63	0.1974	0.01129	4.227	80.08
36.80	36.40	0.1963	0.01119	4.204	79.81
36.90	34.18	0.1939	0.01093	4.156	79.06
37.00	30.74	0.1894	0.01046	4.062	77.45
37.10	28.26	0.1863	0.01013	3.986	76.39
37.20	24.40	0.1818	0.00965	3.850	74.87
37.30	21.67	0.1788	0.00932	3.736	73.94
37.40	17.14	0.1744	0.00882	3.503	72.96
37.50	13.73	0.1715	0.00850	3.270	72.96
37.60	8.65	0.1676	0.00799	2.715	74.70
37.70	5.67	0.1653	0.00764	2.145	78.72
37.80	3.00	0.1633	0.00714	1.234	88.36
37.90	2.08	0.1624	0.00679	0.770	95.83
38.00	1.32	0.1616	0.00629	0.348	106.84
38.10	0.99	0.1609	0.00594	0.183	116.26
38.20	0.85	0.1602	0.00574	0.126	121.91
38.30	0.86	0.1598	0.00572	0.128	120.66
38.40	0.91	0.1594	0.00575	0.151	116.96
38.50	0.82	0.1599	0.00568	0.113	123.56
38.60	1.05	0.1603	0.00594	0.210	112.18
38.70	1.40	0.1600	0.00623	0.395	103.48
38.80	2.42	0.1607	0.00673	0.947	89.80
38.90	3.74	0.1614	0.00704	1.531	81.51
39.00	7.74	0.1637	0.00754	2.545	72.82
39.10	11.30	0.1660	0.00787	3.011	70.74
39.20	16.60	0.1699	0.00833	3.425	70.21
39.30	19.42	0.1726	0.00864	3.588	70.93
39.40	23.62	0.1766	0.00909	3.778	72.13
39.50	26.00	0.1794	0.00940	3.873	73.18
39.60	29.31	0.1836	0.00985	3.989	74.78
39.70	31.29	0.1864	0.01014	4.052	75.87
39.80	33.79	0.1906	0.01059	4.130	77.58
39.90	35.57	0.1934	0.01089	4.178	78.66
40.00	36.76	0.1948	0.01103	4.203	79.09
40.10	36.51	0.1949	0.01104	4.199	79.16
40.20	36.25	0.1949	0.01104	4.195	79.20
40.30	35.92	0.1948	0.01103	4.189	79.20
40.40	34.10	0.1932	0.01087	4.153	78.83
40.50	32.79	0.1906	0.01059	4.109	77.68
40.60	29.37	0.1860	0.01010	4.008	75.97
40.70	26.34	0.1830	0.00978	3.914	75.08
40.80	22.51	0.1786	0.00930	3.759	73.50
40.90	19.35	0.1756	0.00896	3.616	72.81
41.00	14.67	0.1714	0.00847	3.326	72.11
41.10	10.92	0.1686	0.00814	3.000	72.99
41.20	6.10	0.1651	0.00763	2.243	77.26
41.30	3.95	0.1634	0.00729	1.622	82.88
41.40	2.23	0.1619	0.00679	0.851	93.32
41.50	1.57	0.1611	0.00643	0.490	101.64
41.60	1.09	0.1598	0.00596	0.230	110.79
41.70	0.81	0.1592	0.00562	0.112	121.30
41.80	0.84	0.1584	0.00556	0.121	116.94
41.90	0.82	0.1582	0.00553	0.114	118.05
42.00	0.75	0.1585	0.00547	0.088	123.73
42.10	0.79	0.1582	0.00550	0.102	120.29
42.20	1.00	0.1588	0.00577	0.187	111.35
42.30	1.27	0.1585	0.00603	0.329	104.81
42.40	2.32	0.1595	0.00657	0.896	88.93
42.50	3.56	0.1599	0.00687	1.462	81.02
42.60	7.52	0.1623	0.00737	2.494	71.92
42.70	10.97	0.1645	0.00769	2.963	69.86
42.80	14.58	0.1671	0.00801	3.274	69.25
42.90	19.13	0.1710	0.00847	3.557	70.03
43.00	21.60	0.1737	0.00877	3.684	70.97
43.10	25.47	0.1779	0.00923	3.842	72.38
43.20	27.98	0.1806	0.00953	3.930	73.38
43.30	30.95	0.1849	0.00998	4.032	75.11
43.40	32.95	0.1876	0.01027	4.091	76.18
43.50	35.74	0.1917	0.01071	4.167	77.77
43.60	36.39	0.1924	0.01077	4.181	77.97
43.70	35.43	0.1925	0.01079	4.169	78.23
43.80	35.75	0.1925	0.01079	4.172	78.14
43.90	35.47	0.1923	0.01077	4.167	78.10
44.00	34.69	0.1913	0.01066	4.148	77.74
44.10	31.68	0.1873	0.01024	4.065	76.23
44.20	29.18	0.1843	0.00992	3.990	75.15
44.30	25.22	0.1798	0.00944	3.854	73.53
44.40	22.27	0.1768	0.00911	3.737	72.60
44.50	17.73	0.1725	0.00862	3.513	71.50
44.60	14.41	0.1696	0.00829	3.297	71.21
44.70	9.37	0.1656	0.00778	2.795	72.23
44.80	6.21	0.1634	0.00745	2.254	75.43
44.90	3.25	0.1612	0.00694	1.332	83.74
45.00	2.17	0.1601	0.00659	0.818	91.58
45.10	1.35	0.1590	0.00610	0.370	102.45
45.20	0.98	0.1585	0.00575	0.182	112.21
45.30	0.70	0.1578	0.00535	0.074	124.92
45.40	0.69	0.1569	0.00525	0.070	122.52
45.50	0.77	0.1561	0.00531	0.097	115.60
45.60	0.69	0.1564	0.00521	0.069	121.58
45.70	0.76	0.1559	0.00528	0.093	116.32
45.80	0.86	0.1569	0.00547	0.131	112.53
45.90	1.36	0.1568	0.00590	0.377	98.59
46.00	1.93	0.1572	0.00622	0.691	90.42
46.10	3.81	0.1583	0.00671	1.548	77.76
46.20	6.28	0.1598	0.00704	2.238	71.86
46.30	11.54	0.1631	0.00753	2.992	68.16
46.40	14.80	0.1656	0.00784	3.268	68.05
46.50	19.20	0.1695	0.00830	3.541	69.00
46.60	21.96	0.1722	0.00861	3.675	69.89
46.70	25.42	0.1763	0.00906	3.827	71.55
46.80	28.12	0.1790	0.00936	3.918	72.49
46.90	30.86	0.1832	0.00981	4.017	74.30
47.00	33.21	0.1860	0.01011	4.082	75.33
47.10	36.07	0.1897	0.01050	4.157	76.72
47.20	35.83	0.1901	0.01054	4.158	76.98
47.30	36.11	0.1901	0.01054	4.161	76.93
47.40	35.45	0.1901	0.01054	4.152	77.04
47.50	35.01	0.1898	0.01051	4.142	76.97
47.60	33.74	0.1884	0.01036	4.111	76.46
47.70	30.47	0.1841	0.00991	4.016	74.81
47.80	27.73	0.1811	0.00958	3.931	73.75
47.90	24.02	0.1767	0.00910	3.789	72.03
48.00	21.04	0.1737	0.00877	3.663	71.11
48.10	16.59	0.1694	0.00827	3.417	69.87
48.20	13.16	0.1666	0.00795	3.172	69.79
48.30	8.16	0.1629	0.00745	2.596	71.32
48.40	5.21	0.1607	0.00710	1.999	75.48
48.50	2.73	0.1589	0.00661	1.097	84.65
48.60	1.82	0.1579	0.00625	0.628	92.94
48.70	1.14	0.1574	0.00578	0.260	104.16
48.80	0.81	0.1560	0.00537	0.112	115.01
48.90	0.73	0.1546	0.00513	0.082	114.76
49.00	0.68	0.1540	0.00502	0.069	115.81
49.10	0.77	0.1521	0.00496	0.096	106.96
49.20	0.76	0.1528	0.00500	0.094	107.97
49.30	0.85	0.1520	0.00503	0.127	103.27
49.40	1.07	0.1526	0.00529	0.227	97.30
49.50	1.90	0.1531	0.00576	0.667	84.23
49.60	3.02	0.1534	0.00607	1.209	75.93
49.70	6.71	0.1556	0.00657	2.272	66.86
49.80	10.21	0.1578	0.00690	2.783	64.71
49.90	15.21	0.1615	0.00737	3.222	64.66
50.00	18.17	0.1640	0.00767	3.412	65.46
50.10	21.97	0.1680	0.00814	3.615	67.13
50.20	24.27	0.1707	0.00844	3.722	68.33
50.30	27.12	0.1747	0.00890	3.850	70.29
50.40	29.50	0.1775	0.00920	3.933	71.43
50.50	32.50	0.1817	0.00965	4.033	73.22
50.60	34.85	0.1844	0.00994	4.096	74.29
50.70	37.21	0.1874	0.01026	4.159	75.54
50.80	37.22	0.1877	0.01028	4.159	75.60
50.90	37.05	0.1877	0.01029	4.157	75.63
51.00	36.32	0.1877	0.01029	4.148	75.77
51.10	35.58	0.1877	0.01029	4.138	75.89
51.20	35.62	0.1877	0.01029	4.137	75.85
51.30	35.13	0.1876	0.01027	4.129	75.86
51.40	34.86	0.1872	0.01024	4.121	75.71
51.50	32.20	0.1842	0.00991	4.048	74.53
51.60	29.75	0.1812	0.00959	3.974	73.36
51.70	25.84	0.1766	0.00910	3.840	71.63
51.80	23.22	0.1738	0.00878	3.732	70.48
51.90	19.12	0.1693	0.00828	3.535	68.92
52.00	16.06	0.1666	0.00796	3.353	68.16
52.10	11.31	0.1625	0.00746	2.964	67.89
52.20	8.14	0.1601	0.00713	2.562	68.94
52.30	4.17	0.1572	0.00662	1.659	74.89
52.40	2.71	0.1561	0.00628	1.075	80.81
52.50	1.50	0.1548	0.00579	0.454	92.55
52.60	1.08	0.1538	0.00542	0.230	100.15
52.70	0.70	0.1534	0.00497	0.072	112.54
52.80	0.58	0.1525	0.00476	0.042	119.60
52.90	0.62	0.1521	0.00478	0.050	115.76
53.00	0.54	0.1523	0.00467	0.033	121.76
53.10	0.61	0.1517	0.00472	0.048	114.57
